Symbol,Prob (AI),Score (Kimi),Price,RSI,Turnover (M),sma50,r_s,r_m,r_l,Verdict,Status
FLUOROCHEM,0.449,50.26,3490.8,63.6,263.6,3424.507998046875,4.047691470286896,15.773418193092148,0.9280972073155258,PENDING,PENDING
GUJGASLTD,0.425,40.92,430.15,72.6,154.0,408.9269982910157,3.550794467193863,4.77408517507969,1.247496226156919,PENDING,PENDING
GMDCLTD,0.555,60.19,594.2,60.7,2756.0,558.5889990234375,-3.311362133293716,6.37308238041927,5.401332542267179,PENDING,PENDING
GSPL,0.459,52.95,314.85,69.4,152.7,299.7070007324219,5.07258885921491,4.950002034505219,1.1891410186760876,PENDING,PENDING
HEG,0.473,25.0,529.05,44.9,1124.6,556.795,-2.3352453625619995,-7.070086222211069,-7.119029060922221,PENDING,PENDING
HBLENGINE,0.555,29.2,772.4,65.8,2144.5,825.7289965820313,-3.317060857450327,5.152819719569823,-12.052374105999142,PENDING,PENDING
HCLTECH,0.466,34.53,1551.6,26.5,4350.9,1651.0043017578125,-4.328528248159347,-10.291397000031688,-6.282076880108489,PENDING,PENDING
HDFCAMC,0.403,58.27,2826.9,77.8,3445.3,2610.0259912109377,3.73944595756881,14.098312516936407,13.644217179648233,PENDING,PENDING
HDFCBANK,0.506,47.31,927.1,54.1,29495.8,962.972998046875,-2.727940474871582,-0.6004113378150766,-1.0512873144524981,PENDING,PENDING
HDFCLIFE,0.492,37.68,701.1,36.2,2249.1,745.0539965820312,-2.961941095371967,-3.7743619162057485,-7.096011011157543,PENDING,PENDING
HFCL,0.417,54.0,71.65,76.3,1321.0,66.46300025939941,4.066816432552667,11.068050152238996,13.388199213528829,PENDING,PENDING
HAPPSTMNDS,0.472,47.81,392.55,40.4,175.5,448.66199951171876,-1.2204343678925422,-2.894251628208089,-9.373197893480356,PENDING,PENDING
HAVELLS,0.451,26.74,1383.8,71.8,1334.8,1392.6005493164062,2.9459975520551573,7.538078669513326,-4.300023460490765,PENDING,PENDING
HEROMOTOCO,0.487,39.58,5682.5,64.7,2672.6,5688.233369140625,-0.995299349071932,5.093149506531525,1.165812691259971,PENDING,PENDING
HEXT,0.42,23.2,572.1,21.8,910.8,725.1889990234375,-17.08696006000906,-17.641984383646424,-21.60329214307126,PENDING,PENDING
HSCL,0.443,43.37,455.3,53.7,481.2,467.19700134277343,-0.7952989033620517,1.4822231108775563,-3.3333359250596994,PENDING,PENDING
HINDALCO,0.49,66.76,965.95,54.8,6546.8,902.9630017089844,0.1036323112440618,-3.2308154283323343,4.977447870213725,PENDING,PENDING
HAL,0.464,44.47,4133.0,45.8,7227.9,4373.201982421875,-1.9942637288356213,-10.618512110726641,-8.529566011716627,PENDING,PENDING
HINDCOPPER,0.442,66.5,603.7,55.0,27515.5,502.69500061035154,-1.6214473741008817,-4.688981853845952,10.628550247859557,PENDING,PENDING
HINDPETRO,0.457,44.13,461.75,69.6,2436.5,456.9010021972656,0.6320134810742895,6.578188113098671,2.372245315732613,PENDING,PENDING
HINDUNILVR,0.454,55.65,2462.9,67.4,3265.9,2357.2880029296875,3.875997568272882,3.5528087567078703,2.3564106193361356,PENDING,PENDING
HINDZINC,0.479,41.01,628.55,39.3,16060.2,610.0870001220703,-1.673838436766717,-11.246826184857229,0.04774974818444466,PENDING,PENDING
POWERINDIA,0.514,74.72,22731.0,87.0,4144.9,18822.38,19.3666964238828,28.54719221851496,30.420563428768155,PENDING,PENDING
HOMEFIRST,0.423,49.91,1177.3,63.0,983.0,1124.3979931640624,-0.9173457996694778,-1.141991376868845,10.836010445045252,PENDING,PENDING
HONASA,0.45,40.45,291.95,70.2,103.2,277.74700134277344,5.3210675867444435,9.03828653857377,0.5337528729767893,PENDING,PENDING
HONAUT,0.458,42.76,32220.0,42.5,157.6,33435.4,-2.42277407631738,2.0265991133628924,-3.820895522388057,PENDING,PENDING
HUDCO,0.468,43.62,193.24,42.4,839.1,210.6651431274414,-1.3960010190390726,-4.865694157848155,-10.634456850820328,PENDING,PENDING
HYUNDAI,0.464,39.35,2188.5,33.6,1341.3,2280.5999951171875,-0.0593683806346057,1.2678682664197582,-4.673754096437777,PENDING,PENDING
ICICIBANK,0.439,43.18,1406.1,66.4,21004.2,1378.5640014648438,-0.16330934310242462,2.807635138186604,-0.49536480935097327,PENDING,PENDING
ICICIGI,0.458,33.62,1931.7,70.4,1586.4,1912.3819897460937,4.190935877663171,6.0092197856541185,1.1202377530628027,PENDING,PENDING
ICICIPRULI,0.47,43.66,640.95,46.9,832.9,651.5289965820313,-2.937830558968735,-0.22571795640167203,-5.8464910456068715,PENDING,PENDING
IDBI,0.458,67.92,111.31,66.2,2150.5,101.53059997558594,1.969580271487903,11.678538781467719,6.81316431868102,PENDING,PENDING
IDFCFIRSTB,0.508,48.39,82.56,53.5,2012.9,83.53180023193359,-3.030305202666439,-0.44616272183823913,-2.6070534056738315,PENDING,PENDING
IFCI,0.488,79.23,62.1,59.1,3283.7,53.87619979858398,7.272411692623826,7.32802941417694,10.047843590788098,PENDING,PENDING
IIFL,0.435,33.49,525.6,30.4,2188.8,577.162837524414,1.633945813199733,-2.774694908881936,-17.492949501327224,PENDING,PENDING
INOXINDIA,0.463,53.06,1166.6,66.1,48.9,1127.6299975585937,3.2206712074549504,7.007891014115231,3.6148814538889296,PENDING,PENDING
IRB,0.437,52.84,44.43,84.0,308.5,41.79760009765625,5.6850602702192,8.075893080838913,8.445201321410355,PENDING,PENDING
IRCON,0.489,46.94,156.43,53.6,504.5,161.1198001098633,-0.6288943620121112,-4.464402450315053,-4.481902305179308,PENDING,PENDING
ITCHOTELS,0.478,45.75,188.9,52.2,630.3,192.3048001098633,1.6958244395609112,4.37617325445665,-2.8791805159463224,PENDING,PENDING
ITC,0.482,49.59,318.25,50.2,7623.4,353.4941467285156,1.401941631644621,1.1738335397864619,-3.98352132741262,PENDING,PENDING
ITI,0.436,39.92,293.5,55.7,157.3,300.4130004882812,0.9458297506448776,0.20485015910505222,-0.8780837723477375,PENDING,PENDING
INDGN,0.465,44.28,473.1,46.6,132.0,508.79999877929686,-1.283253812516305,-0.525651801496374,-7.434944149130707,PENDING,PENDING
INDIACEM,0.456,48.95,454.7,50.7,168.2,443.3750012207032,-1.951479847540416,2.156820034121276,-2.8107285935515813,PENDING,PENDING
INDIAMART,0.466,48.82,2243.0,45.9,446.1,2222.266005859375,-1.4109312240511374,2.593420386294487,4.141514957268599,PENDING,PENDING
INDIANB,0.468,70.37,897.3,58.5,1778.4,835.0970007324219,2.052884594025439,-0.11687959275380466,8.546538594610652,PENDING,PENDING
IEX,0.466,44.69,127.16,50.4,1377.0,134.994013671875,-0.41506677826250726,-0.01643085677710543,-9.386812809474199,PENDING,PENDING
INDHOTEL,0.448,30.2,707.55,75.0,1872.2,705.697998046875,3.118846114912066,7.8253542564300504,2.528620899053813,PENDING,PENDING
IOC,0.401,59.68,181.31,87.9,2659.7,162.8323501586914,4.9369133230477535,11.335579222111903,14.579114803194493,PENDING,PENDING
IOB,0.448,44.27,35.45,57.5,248.5,35.63300010681152,0.9109014662531889,0.5673780508920645,0.4533857842483391,PENDING,PENDING
IRCTC,0.476,46.66,628.35,56.0,777.0,652.0849963378906,0.9640877698036565,0.5199168336158744,-1.0238639442335606,PENDING,PENDING
IRFC,0.487,45.59,114.33,48.0,1929.7,118.52679962158203,-1.4396535939183885,-4.843944753151474,-6.7683239079025075,PENDING,PENDING
IREDA,0.486,44.06,126.67,48.8,1095.1,135.03639923095704,-3.863081777547084,-5.37835004919468,-10.480566665056301,PENDING,PENDING
IGL,0.473,48.46,176.32,49.8,287.6,184.8556005859375,1.5726775988947006,0.7773208494303185,-4.168703701261811,PENDING,PENDING
INDUSTOWER,0.449,59.92,467.05,77.8,3233.1,425.1119982910157,4.931471891363737,9.81660032878333,7.963472307767305,PENDING,PENDING
INDUSINDBK,0.444,57.59,925.0,58.8,4516.7,884.4100012207032,0.40160775600299736,2.5840065961559633,2.1591460079961378,PENDING,PENDING
NAUKRI,0.496,33.61,1171.7,27.5,2078.5,1314.6500048828125,-1.3720579821654089,-9.862302548995983,-10.754822958069788,PENDING,PENDING
INFY,0.446,33.36,1471.9,18.9,14689.4,1614.0800048828125,-4.160699464934947,-11.677166251781424,-7.769910276524172,PENDING,PENDING
INOXWIND,0.466,46.26,110.42,58.7,871.1,117.99440002441406,0.308862947161348,1.0709365390803915,-1.7353426448109888,PENDING,PENDING
INTELLECT,0.504,32.5,746.5,24.3,303.4,945.467998046875,-6.535621811597081,-17.976044387937616,-18.294754002908086,PENDING,PENDING
INDIGO,0.48,49.21,5013.8,57.7,6358.1,4968.726005859375,1.0704055331780538,5.575906605337977,3.377315560567018,PENDING,PENDING
IGIL,0.476,51.62,330.0,63.7,420.3,319.9109991455078,0.794137492970659,3.173360544879733,6.451612903225801,PENDING,PENDING
IKS,0.495,71.2,1742.6,57.7,402.6,1665.64599609375,8.310022322273669,9.860044712428294,5.12789582842228,PENDING,PENDING
IPCALAB,0.466,44.79,1432.7,41.3,235.0,1452.8979956054689,1.8700175128885999,-0.9950953394378903,-9.03492373511905,PENDING,PENDING
JBCHEPHARM,0.491,47.67,1894.8,53.4,383.0,1834.9296850585938,0.7605040582157274,2.7525842382155385,1.8473017672921088,PENDING,PENDING
JKCEMENT,0.469,59.91,5868.0,59.4,721.1,5659.55,2.8030833917308984,3.482938012520931,4.869984809221695,PENDING,PENDING
JBMA,0.456,53.35,610.1,68.6,364.0,590.9030004882812,2.0490090324071897,8.587701716936348,1.7257149788974635,PENDING,PENDING
JKTYRE,0.416,51.3,604.9,81.0,868.5,501.2800012207032,10.686189279791858,19.26262023967609,20.426048002091935,PENDING,PENDING
JMFINANCIL,0.47,51.5,138.19,59.5,489.7,138.73919967651366,5.119424451413135,6.710426595680508,0.8907068772944671,PENDING,PENDING
JSWCEMENT,0.478,46.19,118.54,54.7,520.5,117.9952001953125,2.06647282460104,4.949096164957556,-1.5530293910044013,PENDING,PENDING
JSWENERGY,0.509,46.66,482.35,51.7,1468.2,478.5520001220703,2.8793856935600326,8.089637222076341,-3.2979114057799186,PENDING,PENDING
JSWINFRA,0.456,43.39,261.75,44.1,521.8,270.38000122070315,-1.7270531248750443,0.2873563218390718,-2.568395329702877,PENDING,PENDING
JSWSTEEL,0.431,58.69,1249.2,68.8,2097.3,1162.5060034179687,1.709819315654837,2.502666876344084,5.622727889191892,PENDING,PENDING
JPPOWER,0.511,47.82,15.38,51.5,582.2,16.865400104522706,-4.5313498960489085,-2.842702535906183,-6.390749672744023,PENDING,PENDING
J&KBANK,0.436,49.98,105.02,54.8,339.6,102.28300003051758,-0.3321686385046596,-0.17110295665155872,4.915083160782752,PENDING,PENDING
JINDALSAW,0.467,80.35,196.79,53.1,2664.0,170.9310009765625,4.558730283299783,8.777839424337742,21.64801142904682,PENDING,PENDING
JSL,0.468,41.69,799.85,64.1,476.3,794.5498950195313,2.269530821389165,-1.0086663878790203,3.6887330340371616,PENDING,PENDING
JINDALSTEL,0.399,57.54,1190.5,80.5,1904.1,1058.4059997558593,1.987488237935553,6.351614618121348,16.327923744345128,PENDING,PENDING
JIOFIN,0.47,44.06,270.3,56.4,3972.0,284.6450015258789,0.8582044003614842,5.916924382953281,-5.90078753943647,PENDING,PENDING
JUBLFOOD,0.416,27.91,547.0,68.6,1273.8,544.558998413086,5.884635278889094,10.807253471718425,4.46906522252537,PENDING,PENDING
JUBLINGREA,0.493,52.08,671.55,54.6,137.9,679.1166772460938,3.364320059132564,6.340180523659922,-0.2012813579775008,PENDING,PENDING
JUBLPHARMA,0.513,48.09,937.9,48.3,150.8,1030.0230017089843,-3.2943189128372685,-2.525461181114641,-10.718703054349133,PENDING,PENDING
JWL,0.432,45.71,310.25,48.9,1667.5,303.1809994506836,0.8123476848090894,-4.229051301370468,4.4085500160162105,PENDING,PENDING
JYOTHYLAB,0.448,33.21,252.88,60.0,149.3,267.93059997558595,3.9588920381551818,2.0088790274063406,-2.738459660456727,PENDING,PENDING
JYOTICNC,0.463,25.0,863.0,54.9,426.0,913.1360009765625,3.026320640731761,2.6769779892920953,-7.892631543153339,PENDING,PENDING
KPRMILL,0.469,46.85,907.45,56.1,900.1,923.8239965820312,-8.931707452426485,-2.087826482606725,9.615273173711735,PENDING,PENDING
KEI,0.363,56.89,4605.9,85.1,1542.4,4256.566420898437,4.128142014311198,18.73629930629097,5.568862965708221,PENDING,PENDING
KPITTECH,0.483,30.67,959.4,11.1,1045.1,1143.4329528808594,-2.241695481221828,-13.041614176042337,-17.995403430034095,PENDING,PENDING
KSB,0.471,38.57,730.95,63.3,45.5,735.0720031738281,1.83199005819088,5.415342727266159,-2.6503248353144104,PENDING,PENDING
KAJARIACER,0.494,47.57,956.7,48.4,188.5,991.7870007324219,5.166538349930638,8.266846123996574,-3.8637402666668486,PENDING,PENDING
KPIL,0.459,37.38,1136.6,64.1,181.7,1149.736005859375,0.9862261737838773,1.7546979038439936,1.8823951648950565,PENDING,PENDING
KALYANKJIL,0.427,44.63,426.95,60.3,5290.0,455.6440008544923,10.266012073043562,16.034786803269064,-14.84842094051232,PENDING,PENDING
KARURVYSYA,0.448,58.67,319.0,82.5,1900.1,269.9288000488281,0.5516154452324562,8.577267955772982,21.01668915543531,PENDING,PENDING
KAYNES,0.451,52.81,4154.7,71.2,7502.2,3923.5700048828126,9.930155650795559,19.02538472115891,12.428973997575898,PENDING,PENDING
KEC,0.494,43.51,621.6,43.5,403.7,686.765,-1.5443098720248294,-6.265557912756958,-10.18638960943672,PENDING,PENDING
KFINTECH,0.487,45.38,1022.5,54.9,749.3,1049.722010498047,0.6496678243259391,0.03913750353365941,-2.7117031398667946,PENDING,PENDING
KIRLOSBROS,0.45,48.6,1641.9,67.6,224.0,1594.2139990234375,4.632938790744623,8.062392920339768,1.8106327355543739,PENDING,PENDING
KIRLOSENG,0.421,47.84,1324.6,76.4,263.7,1182.796005859375,7.752373136945745,18.990301265421362,14.495630359832546,PENDING,PENDING
KOTAKBANK,0.479,51.33,429.55,56.1,7955.9,426.59,4.171209272429444,4.15858248067511,0.6773506084596814,PENDING,PENDING
KIMS,0.5,70.88,683.75,67.1,276.3,634.0569970703125,12.145315123894761,12.154510394247154,11.396222482595576,PENDING,PENDING
LTF,0.474,49.99,288.3,55.7,1959.6,298.95999816894533,0.41796644512102077,-0.3800988689409146,-2.6506858906975017,PENDING,PENDING
LTTS,0.47,47.08,3838.0,45.0,326.6,4253.57201171875,0.6741324356086542,-0.4977691438070697,-11.081246121227872,PENDING,PENDING
LICHSGFIN,0.465,46.03,525.55,59.1,1046.6,528.7970031738281,1.9100204290829481,1.262040037180867,1.3108410203313214,PENDING,PENDING
LTFOODS,0.431,48.81,421.95,75.8,378.5,384.4231384277344,3.191493887341701,18.213157784714706,15.533830336845256,PENDING,PENDING
LTIM,0.499,38.78,5515.5,35.3,2320.4,6055.05,-3.347060369753785,-8.311861025683653,-8.082659778351807,PENDING,PENDING
LT,0.396,44.73,4170.4,85.1,8009.3,4003.9200048828125,2.038115110889227,9.920925206740904,3.767103815470274,PENDING,PENDING
LATENTVIEW,0.477,41.34,408.45,53.0,590.6,448.3190014648437,-6.103445469647973,1.465662549491098,-6.937794967624167,PENDING,PENDING
LAURUSLABS,0.489,50.66,1013.65,55.2,2286.1,1035.115001220703,3.4020235679261157,1.4664689103165651,-2.832623479767016,PENDING,PENDING
THELEELA,0.441,53.71,452.7,72.6,251.7,420.8170007324219,1.9479843828067889,11.37901306703415,5.549083387557974,PENDING,PENDING
LEMONTREE,0.484,48.0,134.17,54.0,519.3,148.0852001953125,3.870867903443309,5.662304789677042,-11.73026436253598,PENDING,PENDING
LICI,0.463,56.1,875.3,66.0,1554.2,845.8360021972657,4.788698741117914,6.464752393188289,5.191685311204486,PENDING,PENDING
LINDEINDIA,0.464,59.02,6487.5,71.9,367.4,5975.2,8.622854750941823,9.410574247407034,9.818027930596696,PENDING,PENDING
LLOYDSME,0.485,25.72,1222.6,60.1,779.9,1253.137998046875,-4.89303962769837,7.057791207174913,-2.3560418956317775,PENDING,PENDING
LODHA,0.443,53.39,1094.9,68.5,2028.6,1055.5430090332031,3.634644998964731,17.84523228768389,1.5865628884068173,PENDING,PENDING
LUPIN,0.466,49.87,2209.1,61.4,1690.8,2136.5939990234374,0.6332063954791245,3.7379712447170643,0.9459055125313309,PENDING,PENDING
MMTC,0.46,54.19,66.11,50.6,825.6,62.69320014953613,1.7233463354311196,-2.363016534862139,4.077456130231072,PENDING,PENDING
MRF,0.465,59.89,151740.0,63.9,1546.1,147264.7,10.244115082824766,12.45414458813503,3.1578231754988195,PENDING,PENDING
MGL,0.467,72.51,1180.2,62.7,319.2,1108.2719970703124,9.561827392207679,13.121815003988658,10.422894578447428,PENDING,PENDING
MAHSCOOTER,0.467,43.61,13894.0,63.8,75.3,13857.88,3.293435432309866,4.631372844340698,7.2730080296479205,PENDING,PENDING
MAHSEAMLES,0.471,46.28,546.7,68.9,59.3,542.3339990234375,1.8727266068685466,6.237862056744903,4.942892676191479,PENDING,PENDING
M&MFIN,0.465,57.47,382.45,66.8,720.2,368.0139990234375,3.3648681640625178,3.322982173001665,8.174239969422882,PENDING,PENDING
M&M,0.457,48.38,3674.9,59.8,9902.3,3627.0380029296875,2.823164587122262,6.543545006580231,-0.19283263596551192,PENDING,PENDING
MANAPPURAM,0.478,56.23,302.55,53.2,1341.7,296.15419616699216,3.2058921507391203,3.8958052912678953,3.0129386004333236,PENDING,PENDING
MRPL,0.491,72.31,193.72,96.2,3285.1,156.8311996459961,5.898436001167795,18.14356271178932,38.01652919515324,PENDING,PENDING
MANKIND,0.439,43.61,2087.0,48.7,827.9,2162.172001953125,-0.11008705185332479,-1.4124381748350956,-6.172730558562078,PENDING,PENDING
MARICO,0.471,50.62,770.4,62.4,1493.9,744.2489990234375,5.04499574152053,4.581551466973077,1.8778116870941775,PENDING,PENDING
MARUTI,0.503,46.91,15412.0,43.6,7374.6,16025.86,2.26262358171323,3.5961551388048685,-7.055843685924501,PENDING,PENDING
MFSL,0.479,49.66,1734.1,66.5,1002.0,1673.5459936523437,1.5162173723453298,6.786129042127298,4.319312076567017,PENDING,PENDING
MAXHEALTH,0.457,50.23,1055.15,61.8,3225.1,1039.9629992675782,2.896296714261526,10.071985320999953,4.088982115802309,PENDING,PENDING
MAZDOCK,0.48,45.89,2430.6,57.0,2659.2,2469.835986328125,-0.016450116978605767,-2.993294902492838,-3.593521151446688,PENDING,PENDING
METROPOLIS,0.473,59.09,1999.0,59.2,114.9,1916.1260131835938,5.432489451476785,9.187237638514256,4.092895989725864,PENDING,PENDING
MINDACORP,0.414,37.93,595.15,74.2,186.3,578.5719995117188,2.2594543666774047,9.5334593090328,2.6563215893165237,PENDING,PENDING
MSUMI,0.53,46.6,43.36,45.1,289.4,45.70059997558594,-4.409171016509161,0.09233821747260951,-7.271167308010629,PENDING,PENDING
MOTILALOFS,0.471,46.31,809.35,57.0,1125.4,826.1650268554688,2.650765813345979,3.256679054508105,2.6977980024704085,PENDING,PENDING
MPHASIS,0.482,33.41,2588.2,29.9,1664.9,2818.23,-3.7163849133251325,-8.663584861850794,-8.615210938727703,PENDING,PENDING
MCX,0.526,59.99,2372.8,51.9,12159.6,2248.7759985351563,-6.703888519900014,-8.49209221642403,6.165550283137589,PENDING,PENDING
MUTHOOTFIN,0.508,58.52,3933.2,50.8,2379.5,3823.7039990234375,5.682886927340913,-0.5637731975255966,0.6190829156274003,PENDING,PENDING
NATCOPHARM,0.501,51.77,850.8,53.5,368.8,881.755,1.1532531790021672,3.9462416362820774,-0.8218205972615911,PENDING,PENDING
NBCC,0.516,45.19,101.68,58.2,1097.0,108.5461996459961,-2.5586949765097233,2.1601542773515225,-5.45792894469479,PENDING,PENDING
NCC,0.491,44.85,155.8,66.5,409.3,155.35679962158204,0.4189553212017083,5.156586933591112,4.951166220689274,PENDING,PENDING
NHPC,0.46,41.27,77.58,60.5,1335.2,77.24189117431641,0.6389445296306695,0.11592242905043015,-4.611784160340093,PENDING,PENDING
NLCINDIA,0.511,53.58,256.8,55.0,428.6,249.11099822998048,-2.8560688996505657,2.270004600120701,1.7810364794458744,PENDING,PENDING
NMDC,0.501,59.13,85.46,65.7,2583.3,80.59640029907227,-0.48905237817599145,4.833172968170585,4.5254364622901555,PENDING,PENDING
NSLNISP,0.469,38.59,41.93,61.5,178.3,41.85060005187988,1.47628415986647,-2.1698560241064646,-0.35646748895388214,PENDING,PENDING
NTPCGREEN,0.514,43.88,88.99,49.2,349.6,91.11499969482422,1.6099520475402418,-4.894733190116729,-1.4616318575003895,PENDING,PENDING
NTPC,0.426,55.24,368.45,74.5,4080.8,336.3375311279297,1.084204337721606,6.660460236426835,10.010884119436492,PENDING,PENDING
NH,0.495,45.63,1864.6,56.6,514.4,1855.5499951171876,5.895043382517784,5.846957392568108,-0.4325292784286727,PENDING,PENDING
NATIONALUM,0.452,68.88,367.7,53.3,6633.2,325.4541729736328,-0.6922975418100386,-8.333229357848404,6.35754276243925,PENDING,PENDING
NAVA,0.474,46.14,570.0,61.7,152.3,561.1240026855469,-1.3414106447425356,2.095649733628502,0.26385224274405594,PENDING,PENDING
NAVINFLUOR,0.47,57.03,6432.0,67.8,1865.2,5972.56,1.539190149183045,7.738693467336688,12.87180837062385,PENDING,PENDING
NESTLEIND,0.458,54.39,1305.3,58.8,1525.6,1273.7915209960938,0.7019364253820548,1.5434521771789278,-0.004002451595119805,PENDING,PENDING
NETWEB,0.444,41.62,3153.1,53.0,4240.9,3189.810009765625,-2.1596752589491452,0.5324638385564517,-5.776351013879621,PENDING,PENDING
NEULANDLAB,0.539,46.88,13190.0,50.6,583.4,14737.46,-2.5273425953295847,2.6379270095712393,-10.302618157089427,PENDING,PENDING
NEWGEN,0.486,28.43,533.95,27.0,689.5,751.4850061035156,-4.736839927380688,-11.000916519229055,-32.01553404516664,PENDING,PENDING
NAM-INDIA,0.435,60.74,950.25,71.5,868.7,871.1449987792969,2.5744791620684992,13.829661463251352,10.301799187463722,PENDING,PENDING
NIVABUPA,0.435,44.45,77.54,52.9,81.6,76.57440017700195,-1.0716973300914368,0.6882207045771915,-0.6024884089636973,PENDING,PENDING
NUVAMA,0.527,47.25,1324.2,46.1,667.7,1419.3859985351562,-4.863860338725601,0.12854073133270472,-7.047594141139024,PENDING,PENDING
NUVOCO,0.48,52.56,356.8,57.9,100.6,351.7980004882813,2.278911151027496,1.4356752787402227,2.3082402273745473,PENDING,PENDING
OBEROIRLTY,0.449,34.82,1577.3,64.8,1285.9,1614.89111328125,2.0906180471278235,6.344397300033733,-4.715600826534838,PENDING,PENDING
ONGC,0.449,62.89,274.6,70.1,4980.8,245.3402005004883,2.8657027708062,2.241425211193171,16.499087133308564,PENDING,PENDING
OIL,0.429,65.93,479.25,63.8,3387.7,435.93199890136725,-5.492014547093205,-2.2935779816513735,12.60573146783166,PENDING,PENDING
OLAELEC,0.453,35.92,31.42,39.3,1838.6,35.46100044250488,-2.2706109329337143,-2.0573619610016247,-20.19303802711643,PENDING,PENDING
OLECTRA,0.485,49.87,1051.7,55.3,444.6,1141.689998779297,-1.1745912961408478,-3.371928741176289,-7.453367777412678,PENDING,PENDING
PAYTM,0.498,38.44,1160.0,39.2,4671.6,1273.2080029296876,-3.854123497720685,-1.4443500424808797,-8.481262327416172,PENDING,PENDING
ONESOURCE,0.472,29.65,1191.6,23.3,614.2,1574.317998046875,-1.8208763677216244,3.1598996425815873,-31.438436387460445,PENDING,PENDING
OFSS,0.485,36.43,7217.5,34.5,1138.0,7767.36,-3.990688393747921,-9.921996879875195,-4.8325421940928255,PENDING,PENDING
POLICYBZR,0.528,43.42,1554.6,41.7,5366.6,1746.1640112304688,7.965827434342176,-5.958502295971957,-8.055362509398211,PENDING,PENDING
PCBL,0.425,58.92,319.05,65.6,1671.1,293.1260021972656,12.85814432838337,18.18854356942259,14.37532670053303,PENDING,PENDING
PGEL,0.444,59.3,617.75,75.4,1600.9,573.1719989013671,4.464365520249514,14.3875592932738,3.72764883923542,PENDING,PENDING
PIIND,0.441,30.02,3281.1,62.7,697.5,3242.1639990234376,3.9605841428421718,1.8722071508308957,0.758512346555551,PENDING,PENDING
PNBHOUSING,0.467,39.23,854.9,36.2,1262.3,912.2599987792969,0.5646452142074931,1.1057934783369694,-12.555617750182947,PENDING,PENDING
PTCIL,0.494,53.8,18342.0,55.9,230.0,18049.52,3.5335290133212904,2.297824874512,3.3643279797126002,PENDING,PENDING
PVRINOX,0.45,66.31,1108.75,74.6,426.7,1027.267001953125,9.24183325925565,18.608259999844613,10.400280143044572,PENDING,PENDING
PAGEIND,0.497,43.16,34360.0,62.8,1037.3,35175.054296875,0.17307898610652295,5.732277664546781,0.5967994422674483,PENDING,PENDING
PATANJALI,0.461,39.05,521.75,61.4,1669.0,535.5249975585938,2.223747303926804,3.1636183885318747,-5.385803164309467,PENDING,PENDING
PERSISTENT,0.492,39.41,5724.0,31.7,3736.9,6233.7275390625,-4.376879385232213,-7.8705939159826155,-9.184525949155276,PENDING,PENDING
PETRONET,0.428,48.89,303.9,78.7,721.6,282.69800048828125,1.8090431814018038,4.558747730343682,6.147400228407496,PENDING,PENDING
PFIZER,0.468,42.27,5197.8,70.2,314.7,4871.04599609375,9.577312210129652,10.62207820522174,7.753223913574692,PENDING,PENDING
PHOENIXLTD,0.484,50.04,1784.0,55.6,984.8,1792.7739965820313,3.775232699421216,3.348398242560835,-6.3123597444639135,PENDING,PENDING
PIDILITIND,0.463,40.47,1480.1,65.3,1059.8,1467.60400390625,1.3558807160009234,1.3281320642544392,-1.379269227659663,PENDING,PENDING
PPLPHARMA,0.479,39.12,164.36,67.1,536.3,168.33780029296875,1.3566828432159506,6.754997040116173,-2.00917856258801,PENDING,PENDING
POLYMED,0.578,34.5,1387.6,37.8,396.6,1706.3820043945314,-8.542049812606134,-8.336640848960375,-20.80360738993241,PENDING,PENDING
POLYCAB,0.435,43.26,7814.0,75.0,3537.9,7385.97,2.4115334207077233,12.788683602771368,2.424957399397032,PENDING,PENDING
POONAWALLA,0.47,65.87,489.3,63.8,994.2,452.9750000000001,16.44454392635575,20.428255597756227,8.61264989855024,PENDING,PENDING
PFC,0.432,55.75,415.85,80.0,3855.3,366.5739996337891,0.30149541283119863,8.562855855845797,11.847772930825219,PENDING,PENDING
POWERGRID,0.421,63.79,294.45,84.8,5010.5,263.65639129638674,2.8872072308782526,14.60953740976696,15.163638010785618,PENDING,PENDING
PRAJIND,0.482,55.8,330.1,63.5,1065.1,311.23900024414064,13.965134838389591,14.917321532990634,8.211774893611157,PENDING,PENDING
PREMIERENE,0.477,40.73,780.65,61.9,1725.1,814.3770031738281,-0.13432106646694697,9.174188901613856,4.700918719931635,PENDING,PENDING
PRESTIGE,0.428,37.89,1597.5,77.1,1228.5,1565.8299926757813,4.173459406586244,12.341772151898734,6.1391286899789455,PENDING,PENDING
PGHH,0.459,44.13,11869.0,55.1,84.6,12299.324296875,0.4655493482309092,0.6331418156689361,-3.7041462218443844,PENDING,PENDING
PNB,0.471,46.56,122.91,47.2,2741.7,122.64039993286133,-0.5984616697434109,-1.2771054922816272,-0.20298797707564153,PENDING,PENDING
RRKABEL,0.521,49.86,1436.2,52.6,256.4,1441.02798828125,-1.4681685491562901,6.543023083966992,-4.84331115691724,PENDING,PENDING
RBLBANK,0.433,40.44,308.8,62.5,1772.2,305.047001953125,0.9810333942953164,3.8506747786872575,1.2791059280271577,PENDING,PENDING
RECLTD,0.535,47.77,353.95,51.4,4071.3,356.17335021972656,-6.115559878495047,-5.095883299912741,-3.3028279558740326,PENDING,PENDING
RHIM,0.467,49.99,460.45,61.4,105.9,446.733998413086,3.39059299350406,8.712082511521446,3.4022063394050894,PENDING,PENDING
